speed_x,altitude,course,courseVariation,accX,accY,accZ,roll,pitch,yaw,distanceAheadVehicle,timeOfImpactAheadVehicle,behaviour
94.76,617.88,134.72,0.5626,-0.029,-0.011,-0.01,-1.604,-0.014,-0.188,-1,-1,DROWSY
94.92,617.91,134.79,0.5977,-0.032,-0.035,-0.008,-1.602,-0.013,-0.186,-1,-1,DROWSY
95.08,617.94,134.86,0.6328,-0.012,-0.039,0.006,-1.603,-0.012,-0.183,-1,-1,DROWSY
95.24,617.97,134.93,0.6679,-0.025,-0.02,-0.007,-1.603,-0.011,-0.181,-1,-1,DROWSY
95.4,618,135,0.703,-0.0135,-0.0075,-0.014,-1.603,-0.011,-0.1785,-1,-1,DROWSY
95.49,618.02,134.96,0.6679,-0.002,0.005,-0.021,-1.603,-0.011,-0.176,-1,-1,DROWSY
95.58,618.04,134.92,0.6328,-0.01,-0.038,0.013,-1.604,-0.008,-0.174,-1,-1,DROWSY
95.67,618.06,134.88,0.5977,-0.032,0,-0.007,-1.603,-0.006,-0.172,-1,-1,DROWSY
95.76,618.08,134.84,0.5626,-0.049,-0.015,0.024,-1.605,-0.004,-0.17,-1,-1,DROWSY
95.85,618.1,134.8,0.5275,0.006,-0.003,-0.015,-1.604,-0.002,-0.165,-1,-1,DROWSY
95.94,618.12,134.76,0.4924,-0.008,-0.018,0.006,-1.605,0,-0.162,-1,-1,DROWSY
96.03,618.14,134.72,0.4573,-0.025,-0.052,-0.002,-1.605,0.003,-0.159,-1,-1,DROWSY
96.12,618.16,134.68,0.4222,-0.025,-0.029,-0.001,-1.605,0.005,-0.156,-1,-1,DROWSY
96.21,618.18,134.64,0.3871,-0.0265,-0.026,0.008,-1.6055,0.008,-0.152,-1,-1,DROWSY
96.3,618.2,134.6,0.352,-0.028,-0.023,0.017,-1.606,0.011,-0.148,-1,-1,DROWSY
96.34,618.2,134.53,0.4223,0.011,-0.015,-0.002,-1.606,0.012,-0.145,-1,-1,DROWSY
96.38,618.2,134.46,0.4926,-0.01,-0.015,-0.003,-1.605,0.013,-0.142,-1,-1,DROWSY
96.42,618.2,134.39,0.5629,0.002,-0.033,0.021,-1.607,0.016,-0.139,-1,-1,DROWSY
96.46,618.2,134.32,0.6332,-0.022,-0.004,-0.026,-1.609,0.014,-0.136,-1,-1,DROWSY
96.5,618.2,134.25,0.7035,-0.038,0.001,-0.024,-1.608,0.01,-0.134,-1,-1,DROWSY
96.54,618.2,134.18,0.7738,-0.038,0.001,-0.024,-1.608,0.01,-0.134,-1,-1,DROWSY
96.58,618.2,134.11,0.8441,-0.042,0.011,-0.029,-1.608,0.007,-0.132,-1,-1,DROWSY
96.62,618.2,134.04,0.9144,-0.034,0.015,-0.009,-1.607,0.008,-0.13,-1,-1,DROWSY
96.66,618.2,133.97,0.9847,-0.007,0.017,-0.013,-1.607,0.005,-0.128,-1,-1,DROWSY
96.7,618.2,133.9,1.055,0.008,-0.004,-0.006,-1.608,0.004,-0.125,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.003,-0.022,0.003,-1.607,0.006,-0.123,-1,-1,DROWSY
96.7,618.2,133.9,1.055,0.003,-0.003,-0.007,-1.606,0.008,-0.121,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.006,0.005,-0.008,-1.606,0.006,-0.118,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.005,-0.02,0.007,-1.606,0.009,-0.115,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.002,-0.052,-0.019,-1.607,0.012,-0.112,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.01,-0.005,-0.028,-1.604,0.015,-0.109,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.013,-0.006,0.001,-1.603,0.014,-0.106,-1,-1,DROWSY
96.7,618.2,133.9,1.055,0.01,-0.026,-0.002,-1.604,0.018,-0.103,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.036,0.004,-0.005,-1.601,0.022,-0.1,-1,-1,DROWSY
96.7,618.2,133.9,1.055,-0.025,-0.033,-0.024,-1.599,0.022,-0.097,-1,-1,DROWSY
96.8,618.4,133.76,1.0901,-0.044,-0.002,-0.013,-1.597,0.022,-0.094,-1,-1,DROWSY
96.9,618.6,133.62,1.1252,-0.021,-0.016,0.019,-1.598,0.02,-0.092,-1,-1,DROWSY
97,618.8,133.48,1.1603,-0.006,0.004,0.005,-1.599,0.02,-0.089,-1,-1,DROWSY
97.1,619,133.34,1.1954,0.012,0.001,-0.003,-1.599,0.019,-0.087,-1,-1,DROWSY
97.2,619.2,133.2,1.2305,0.014,-0.002,-0.026,-1.597,0.018,-0.085,-1,-1,DROWSY
97.3,619.4,133.06,1.2656,0.035,0.033,-0.049,-1.591,0.017,-0.083,-1,-1,DROWSY
97.4,619.6,132.92,1.3007,-0.009,0.011,-0.061,-1.585,0.015,-0.082,-1,-1,DROWSY
97.5,619.8,132.78,1.3358,-0.046,0.036,-0.045,-1.582,0.014,-0.08,-1,-1,DROWSY
97.6,620,132.64,1.3709,-0.008,0.023,-0.049,-1.579,0.013,-0.079,-1,-1,DROWSY
97.7,620.2,132.5,1.406,0.007,0.023,-0.053,-1.574,0.012,-0.078,-1,-1,DROWSY
97.57,620.21,132.54,1.3006,-0.018,0.01,-0.043,-1.57,0.009,-0.076,-1,-1,DROWSY
97.44,620.22,132.58,1.1952,-0.006,0.028,-0.012,-1.568,0.006,-0.075,-1,-1,DROWSY
97.31,620.23,132.62,1.0898,-0.018,0.026,-0.026,-1.567,0.005,-0.074,-1,-1,DROWSY
97.18,620.24,132.66,0.9844,-0.014,0.018,-0.014,-1.565,0.002,-0.073,-1,-1,DROWSY
97.05,620.25,132.7,0.879,-0.006,0.023,0.004,-1.565,-0.001,-0.072,-1,-1,DROWSY
96.92,620.26,132.74,0.7736,0.004,0.034,0.024,-1.565,-0.003,-0.072,-1,-1,DROWSY
96.79,620.27,132.78,0.6682,0.003,0.026,-0.003,-1.566,-0.006,-0.071,-1,-1,DROWSY
96.66,620.28,132.82,0.5628,-0.025,0.016,0.035,-1.568,-0.008,-0.071,-1,-1,DROWSY
96.53,620.29,132.86,0.4574,0.011,0.053,0.007,-1.57,-0.011,-0.071,-1,-1,DROWSY
96.4,620.3,132.9,0.352,-0.074,0.057,0.01,-1.57,-0.014,-0.07,-1,-1,DROWSY
96.39,620.3,132.86,0.352,-0.047,0.021,0.046,-1.572,-0.017,-0.07,-1,-1,DROWSY
96.38,620.3,132.82,0.352,0.011,0.032,0.04,-1.574,-0.018,-0.07,-1,-1,DROWSY
96.37,620.3,132.78,0.352,-0.038,-0.009,0.026,-1.576,-0.017,-0.07,-1,-1,DROWSY
96.36,620.3,132.74,0.352,0.006,0.026,0.019,-1.578,-0.021,-0.069,-1,-1,DROWSY
96.35,620.3,132.7,0.352,0.013,0.018,0.01,-1.58,-0.021,-0.069,-1,-1,DROWSY
96.34,620.3,132.66,0.352,-0.006,-0.018,0.025,-1.581,-0.019,-0.068,-1,-1,DROWSY
96.33,620.3,132.62,0.352,-0.013,-0.041,0.021,-1.583,-0.015,-0.066,-1,-1,DROWSY
96.32,620.3,132.58,0.352,-0.014,-0.034,0.011,-1.5835,-0.013,-0.065,-1,-1,DROWSY
96.31,620.3,132.54,0.352,-0.015,-0.027,0.001,-1.584,-0.011,-0.064,-1,-1,DROWSY
96.3,620.3,132.5,0.352,0.033,-0.061,0.04,-1.584,-0.004,-0.057,-1,-1,DROWSY
96.41,620.39,132.36,0.4926,0.019,-0.076,0.027,-1.584,-0.002,-0.054,-1,-1,DROWSY
96.52,620.48,132.22,0.6332,-0.01,-0.046,0.021,-1.586,0.003,-0.05,-1,-1,DROWSY
96.63,620.57,132.08,0.7738,-0.002,-0.044,0.004,-1.588,0.005,-0.047,-1,-1,DROWSY
96.74,620.66,131.94,0.9144,-0.046,-0.054,0.001,-1.588,0.01,-0.044,-1,-1,DROWSY
96.85,620.75,131.8,1.055,-0.024,-0.039,0.014,-1.588,0.009,-0.04,-1,-1,DROWSY
96.96,620.84,131.66,1.1956,-0.002,-0.063,0.013,-1.587,0.009,-0.037,-1,-1,DROWSY
97.07,620.93,131.52,1.3362,0.005,-0.037,0.01,-1.587,0.009,-0.035,-1,-1,DROWSY
97.18,621.02,131.38,1.4768,-0.007,-0.0235,0.0165,-1.588,0.01,-0.0325,-1,-1,DROWSY
97.29,621.11,131.24,1.6174,-0.019,-0.01,0.023,-1.589,0.011,-0.03,-1,-1,DROWSY
97.4,621.2,131.1,1.758,-0.005,-0.006,0.042,-1.591,0.013,-0.028,-1,-1,DROWSY
97.36,621.23,131,1.8283,0.016,0.003,0.018,-1.596,0.011,-0.026,-1,-1,DROWSY
97.32,621.26,130.9,1.8986,-0.013,-0.041,-0.006,-1.599,0.014,-0.023,-1,-1,DROWSY
97.28,621.29,130.8,1.9689,-0.037,-0.002,0.034,-1.6,0.014,-0.022,-1,-1,DROWSY
97.24,621.32,130.7,2.0392,0.005,0.002,0.02,-1.603,0.009,-0.02,-1,-1,DROWSY
97.2,621.35,130.6,2.1095,0.011,0.003,0.015,-1.604,0.008,-0.019,-1,-1,DROWSY
97.16,621.38,130.5,2.1798,-0.007,0.004,-0.012,-1.604,0.009,-0.017,-1,-1,DROWSY
97.12,621.41,130.4,2.2501,-0.016,-0.009,-0.017,-1.6,0.009,-0.015,-1,-1,DROWSY
97.08,621.44,130.3,2.3204,-0.029,-0.027,-0.013,-1.599,0.008,-0.014,-1,-1,DROWSY
97.04,621.47,130.2,2.3907,-0.042,-0.033,0.017,-1.6,0.006,-0.012,-1,-1,DROWSY
97,621.5,130.1,2.461,-0.005,-0.021,-0.001,-1.599,0.005,-0.01,-1,-1,DROWSY
97.11,621.58,130.03,2.3907,0.023,-0.018,-0.006,-1.598,0,-0.008,-1,-1,DROWSY
97.22,621.66,129.96,2.3204,-0.004,-0.0235,0.003,-1.5975,0,-0.007,-1,-1,DROWSY
97.33,621.74,129.89,2.2501,-0.031,-0.029,0.012,-1.597,0,-0.006,-1,-1,DROWSY
97.44,621.82,129.82,2.1798,-0.024,-0.004,-0.01,-1.598,-0.004,-0.004,-1,-1,DROWSY
97.55,621.9,129.75,2.1095,0.044,0.012,0.011,-1.598,-0.008,-0.004,-1,-1,DROWSY
97.66,621.98,129.68,2.0392,0.062,0.047,0.005,-1.599,-0.007,-0.003,-1,-1,DROWSY
97.77,622.06,129.61,1.9689,0.035,0.027,0.01,-1.599,-0.006,-0.0025,-1,-1,DROWSY
97.88,622.14,129.54,1.8986,0.008,0.007,0.015,-1.599,-0.005,-0.002,-1,-1,DROWSY
97.99,622.22,129.47,1.8283,0.008,0.001,0.009,-1.599,-0.003,-0.001,-1,-1,DROWSY
98.1,622.3,129.4,1.758,0.005,-0.02,0,-1.598,-0.003,0.001,-1,-1,DROWSY
98.1,622.36,129.33,1.7228,-0.016,-0.026,-0.033,-1.596,-0.002,0.002,-1,-1,DROWSY
98.1,622.42,129.26,1.6876,-0.02,-0.028,-0.014,-1.595,-0.001,0.004,-1,-1,DROWSY
98.1,622.48,129.19,1.6524,-0.041,-0.025,-0.015,-1.595,0.001,0.006,-1,-1,DROWSY
98.1,622.54,129.12,1.6172,0.013,-0.011,-0.005,-1.593,0.002,0.007,-1,-1,DROWSY
98.1,622.6,129.05,1.582,0.037,0,-0.024,-1.593,0.003,0.009,-1,-1,DROWSY
98.1,622.66,128.98,1.5468,0.029,-0.028,-0.015,-1.593,0.007,0.011,-1,-1,DROWSY
98.1,622.72,128.91,1.5116,0.007,-0.011,-0.005,-1.591,0.008,0.013,-1,-1,DROWSY
98.1,622.78,128.84,1.4764,-0.01,-0.012,-0.013,-1.591,0.008,0.015,-1,-1,DROWSY
98.1,622.84,128.77,1.4412,-0.033,-0.036,-0.01,-1.591,0.009,0.017,-1,-1,DROWSY
98.1,622.9,128.7,1.406,-0.019,-0.016,0.014,-1.591,0.013,0.019,-1,-1,DROWSY
98.22,622.94,128.56,1.4763,-0.005,-0.015,0.007,-1.5905,0.015,0.021,-1,-1,DROWSY
98.34,622.98,128.42,1.5466,0.009,-0.014,0,-1.59,0.017,0.023,-1,-1,DROWSY
98.46,623.02,128.28,1.6169,-0.006,-0.034,0.016,-1.591,0.018,0.025,-1,-1,DROWSY
98.58,623.06,128.14,1.6872,-0.002,-0.012,0.005,-1.59,0.019,0.027,-1,-1,DROWSY
98.7,623.1,128,1.7575,0,-0.003,-0.004,-1.589,0.019,0.03,-1,-1,DROWSY
98.82,623.14,127.86,1.8278,0.01,-0.022,-0.001,-1.589,0.021,0.032,-1,-1,DROWSY
98.94,623.18,127.72,1.8981,-0.017,0.009,-0.004,-1.588,0.025,0.034,-1,-1,DROWSY
99.06,623.22,127.58,1.9684,-0.035,-0.009,0.019,-1.587,0.025,0.036,-1,-1,DROWSY
99.18,623.26,127.44,2.0387,-0.04,-0.013,0.013,-1.589,0.025,0.037,-1,-1,DROWSY
99.3,623.3,127.3,2.109,-0.017,0.025,0.014,-1.589,0.023,0.038,-1,-1,DROWSY
99.33,623.34,127.23,2.109,0.022,0.018,0.007,-1.591,0.022,0.039,-1,-1,DROWSY
99.36,623.38,127.16,2.109,-0.019,0.01,0.003,-1.593,0.021,0.04,-1,-1,DROWSY
99.39,623.42,127.09,2.109,-0.028,0.033,0.019,-1.594,0.019,0.041,-1,-1,DROWSY
99.42,623.46,127.02,2.109,0.02,0.027,0.005,-1.596,0.021,0.042,-1,-1,DROWSY
99.45,623.5,126.95,2.109,-0.018,0.013,0.003,-1.596,0.019,0.043,-1,-1,DROWSY
99.48,623.54,126.88,2.109,0.043,0.043,0.005,-1.596,0.017,0.043,-1,-1,DROWSY
99.51,623.58,126.81,2.109,-0.065,0.013,0.018,-1.598,0.013,0.044,-1,-1,DROWSY
99.54,623.62,126.74,2.109,-0.094,-0.006,0.023,-1.6,0.011,0.045,-1,-1,DROWSY
99.57,623.66,126.67,2.109,-0.015,0.007,-0.005,-1.602,0.009,0.046,-1,-1,DROWSY
99.6,623.7,126.6,2.109,0.005,-0.011,-0.001,-1.601,0.006,0.047,-1,-1,DROWSY
99.62,623.74,126.49,2.0739,0.023,0.014,-0.014,-1.6,0.006,0.048,-1,-1,DROWSY
99.64,623.78,126.38,2.0388,0.019,-0.02,-0.014,-1.599,0.007,0.049,-1,-1,DROWSY
99.66,623.82,126.27,2.0037,-0.002,-0.014,-0.004,-1.599,0.008,0.051,-1,-1,DROWSY
99.68,623.86,126.16,1.9686,0.017,-0.003,-0.014,-1.598,0.009,0.054,-1,-1,DROWSY
99.7,623.9,126.05,1.9335,0.012,0.003,-0.034,-1.594,0.012,0.055,-1,-1,DROWSY
99.72,623.94,125.94,1.8984,-0.027,-0.009,-0.045,-1.592,0.015,0.056,-1,-1,DROWSY
99.74,623.98,125.83,1.8633,-0.031,-0.034,-0.027,-1.589,0.017,0.058,-1,-1,DROWSY
99.76,624.02,125.72,1.8282,0.011,0.034,-0.015,-1.587,0.019,0.06,-1,-1,DROWSY
99.78,624.06,125.61,1.7931,-0.034,-0.002,-0.035,-1.584,0.017,0.062,-1,-1,DROWSY
99.8,624.1,125.5,1.758,-0.015,0.006,-0.012,-1.583,0.014,0.062,-1,-1,DROWSY
99.8,624.07,125.47,1.7228,-0.033,0.017,-0.004,-1.583,0.012,0.062,-1,-1,DROWSY
99.8,624.04,125.44,1.6876,-0.02,0.033,0.007,-1.583,0.008,0.062,-1,-1,DROWSY
99.8,624.01,125.41,1.6524,0.003,0.022,0.001,-1.583,0.003,0.062,-1,-1,DROWSY
99.8,623.98,125.38,1.6172,0.03,0.037,0.006,-1.583,0.002,0.062,-1,-1,DROWSY
99.8,623.95,125.35,1.582,-0.001,0.007,-0.005,-1.582,0,0.063,-1,-1,DROWSY
99.8,623.92,125.32,1.5468,-0.022,0.037,-0.011,-1.581,-0.003,0.062,-1,-1,DROWSY
99.8,623.89,125.29,1.5116,-0.006,0.039,0.006,-1.581,-0.004,0.062,-1,-1,DROWSY
99.8,623.86,125.26,1.4764,-0.01,0.02,-0.02,-1.579,-0.005,0.062,-1,-1,DROWSY
99.8,623.83,125.23,1.4412,0.008,0.027,-0.006,-1.578,-0.006,0.062,-1,-1,DROWSY
99.8,623.8,125.2,1.406,-0.005,0.019,-0.024,-1.577,-0.007,0.062,-1,-1,DROWSY
99.83,623.84,125.16,1.3357,-0.035,0.027,-0.007,-1.577,-0.01,0.061,-1,-1,DROWSY
99.86,623.88,125.12,1.2654,-0.013,0.019,0.014,-1.576,-0.011,0.061,-1,-1,DROWSY
99.89,623.92,125.08,1.1951,-0.011,0.005,-0.014,-1.575,-0.012,0.061,-1,-1,DROWSY
99.92,623.96,125.04,1.1248,-0.006,0.007,0.012,-1.574,-0.012,0.061,-1,-1,DROWSY
99.95,624,125,1.0545,-0.011,-0.002,0.002,-1.574,-0.01,0.061,-1,-1,DROWSY
99.98,624.04,124.96,0.9842,0,-0.019,0.006,-1.573,-0.009,0.062,-1,-1,DROWSY
100.01,624.08,124.92,0.9139,-0.001,-0.034,0.014,-1.574,-0.004,0.063,-1,-1,DROWSY
100.04,624.12,124.88,0.8436,-0.027,-0.031,0.003,-1.574,0.002,0.065,-1,-1,DROWSY
100.07,624.16,124.84,0.7733,-0.023,-0.036,0.02,-1.575,0.004,0.068,-1,-1,DROWSY
100.1,624.2,124.8,0.703,-0.006,-0.039,0.004,-1.576,0.007,0.069,-1,-1,DROWSY
100.09,624.21,124.66,0.8085,-0.007,-0.003,0.017,-1.578,0.008,0.07,-1,-1,DROWSY
100.08,624.22,124.52,0.914,-0.018,-0.013,-0.002,-1.579,0.01,0.072,-1,-1,DROWSY
100.07,624.23,124.38,1.0195,-0.006,-0.011,0,-1.578,0.012,0.073,-1,-1,DROWSY
100.06,624.24,124.24,1.125,0.005,-0.02,-0.008,-1.578,0.016,0.076,-1,-1,DROWSY
100.05,624.25,124.1,1.2305,-0.002,-0.019,-0.005,-1.577,0.017,0.077,-1,-1,DROWSY
100.04,624.26,123.96,1.336,-0.039,0.002,-0.01,-1.578,0.017,0.079,-1,-1,DROWSY
100.03,624.27,123.82,1.4415,-0.004,-0.006,0.004,-1.577,0.018,0.08,-1,-1,DROWSY
100.02,624.28,123.68,1.547,-0.026,0.006,0.007,-1.577,0.017,0.08,-1,-1,DROWSY
100.01,624.29,123.54,1.6525,-0.004,0.017,-0.005,-1.576,0.014,0.081,-1,-1,DROWSY
100,624.3,123.4,1.758,-0.008,0.038,-0.011,-1.574,0.012,0.081,-1,-1,DROWSY
100,624.36,123.4,1.7228,0.009,0.016,0.002,-1.575,0.01,0.081,-1,-1,DROWSY
100,624.42,123.4,1.6876,0.003,0.023,0,-1.574,0.01,0.081,-1,-1,DROWSY
100,624.48,123.4,1.6524,-0.02,0.029,0,-1.574,0.009,0.081,-1,-1,DROWSY
100,624.54,123.4,1.6172,-0.023,0.016,-0.003,-1.574,0.007,0.081,-1,-1,DROWSY
100,624.6,123.4,1.582,-0.008,0.024,-0.031,-1.575,0.007,0.082,-1,-1,DROWSY
100,624.66,123.4,1.5468,-0.012,0.026,-0.01,-1.574,0.007,0.081,-1,-1,DROWSY
100,624.72,123.4,1.5116,-0.013,0.027,0.008,-1.575,0.005,0.082,-1,-1,DROWSY
100,624.78,123.4,1.4764,-0.015,0.002,0.015,-1.576,0.004,0.082,-1,-1,DROWSY
100,624.84,123.4,1.4412,0.001,-0.001,-0.007,-1.575,0.004,0.083,-1,-1,DROWSY
100,624.9,123.4,1.406,-0.004,0.018,-0.014,-1.574,0.002,0.082,-1,-1,DROWSY
99.98,624.91,123.33,1.3357,-0.01,0.007,-0.009,-1.575,-0.001,0.082,-1,-1,DROWSY
99.96,624.92,123.26,1.2654,-0.024,0.012,-0.001,-1.575,-0.002,0.082,-1,-1,DROWSY
99.94,624.93,123.19,1.1951,-0.005,0.011,0.005,-1.575,-0.004,0.082,-1,-1,DROWSY
99.92,624.94,123.12,1.1248,-0.008,0.008,-0.008,-1.576,-0.003,0.082,-1,-1,DROWSY
99.9,624.95,123.05,1.0545,-0.017,0.005,-0.004,-1.577,-0.001,0.083,-1,-1,DROWSY
99.88,624.96,122.98,0.9842,-0.027,-0.002,-0.006,-1.578,-0.002,0.083,-1,-1,DROWSY
99.86,624.97,122.91,0.9139,-0.006,0.015,-0.001,-1.579,-0.003,0.083,-1,-1,DROWSY
99.84,624.98,122.84,0.8436,-0.006,-0.01,0.003,-1.577,-0.003,0.083,-1,-1,DROWSY
99.82,624.99,122.77,0.7733,0.002,-0.007,0.007,-1.579,-0.003,0.083,-1,-1,DROWSY
99.8,625,122.7,0.703,-0.001,-0.026,0.008,-1.578,0,0.084,-1,-1,DROWSY
99.83,625,122.66,0.703,-0.006,-0.045,-0.012,-1.577,0.006,0.087,-1,-1,DROWSY
99.86,625,122.62,0.703,-0.02,-0.04,0,-1.578,0.007,0.089,-1,-1,DROWSY
99.89,625,122.58,0.703,-0.012,-0.022,0.01,-1.578,0.011,0.091,-1,-1,DROWSY
99.92,625,122.54,0.703,0.002,-0.037,-0.001,-1.576,0.014,0.093,-1,-1,DROWSY
99.95,625,122.5,0.703,-0.009,-0.062,0.001,-1.577,0.016,0.094,-1,-1,DROWSY
99.98,625,122.46,0.703,-0.03,-0.011,0.006,-1.576,0.017,0.095,-1,-1,DROWSY
100.01,625,122.42,0.703,-0.003,0.007,0.007,-1.575,0.016,0.096,-1,-1,DROWSY
100.04,625,122.38,0.703,0.003,-0.008,0.003,-1.575,0.018,0.097,-1,-1,DROWSY
100.07,625,122.34,0.703,-0.006,-0.003,-0.004,-1.574,0.019,0.097,-1,-1,DROWSY
100.1,625,122.3,0.703,-0.002,0.011,0.013,-1.574,0.018,0.097,-1,-1,DROWSY
100.07,624.99,122.13,0.7382,-0.017,0.009,0,-1.576,0.016,0.098,-1,-1,DROWSY
100.04,624.98,121.96,0.7734,-0.021,0.009,0.008,-1.577,0.017,0.098,-1,-1,DROWSY
100.01,624.97,121.79,0.8086,-0.027,0.001,0.022,-1.579,0.017,0.098,-1,-1,DROWSY
99.98,624.96,121.62,0.8438,-0.025,-0.007,0.006,-1.58,0.02,0.099,-1,-1,DROWSY
99.95,624.95,121.45,0.879,-0.014,0.003,0.004,-1.58,0.019,0.1,-1,-1,DROWSY
99.92,624.94,121.28,0.9142,-0.001,0.011,0.017,-1.581,0.017,0.101,-1,-1,DROWSY
99.89,624.93,121.11,0.9494,0.001,0.001,-0.015,-1.579,0.018,0.101,-1,-1,DROWSY
99.86,624.92,120.94,0.9846,-0.015,0.032,-0.003,-1.578,0.017,0.101,-1,-1,DROWSY
99.83,624.91,120.77,1.0198,-0.007,0.033,0.004,-1.579,0.015,0.101,-1,-1,DROWSY
99.8,624.9,120.6,1.055,-0.008,0.003,0.002,-1.578,0.017,0.102,-1,-1,DROWSY
99.8,624.94,120.56,1.1604,-0.004,-0.001,-0.013,-1.577,0.016,0.102,-1,-1,DROWSY
99.8,624.98,120.52,1.2658,0.011,-0.016,-0.008,-1.577,0.016,0.102,-1,-1,DROWSY
99.8,625.02,120.48,1.3712,-0.018,0.027,-0.003,-1.577,0.014,0.103,-1,-1,DROWSY
99.8,625.06,120.44,1.4766,-0.013,0.021,-0.006,-1.576,0.013,0.102,-1,-1,DROWSY
99.8,625.1,120.4,1.582,-0.008,0.022,-0.011,-1.576,0.01,0.101,-1,-1,DROWSY
99.8,625.14,120.36,1.6874,-0.017,0.026,0,-1.575,0.007,0.101,-1,-1,DROWSY
99.8,625.18,120.32,1.7928,0.007,0.053,0.013,-1.576,0.006,0.101,-1,-1,DROWSY
99.8,625.22,120.28,1.8982,-0.002,0.01,0.003,-1.576,0.006,0.1,-1,-1,DROWSY
99.8,625.26,120.24,2.0036,0.016,0.022,0.005,-1.576,0.006,0.1,-1,-1,DROWSY
99.8,625.3,120.2,2.109,-0.001,0.008,-0.004,-1.576,0.001,0.1,-1,-1,DROWSY
95.53,604.77,260.29,0.5629,-0.045,-0.028,0.017,-1.628,0.008,0.319,-1,-1,AGGRESSIVE
95.76,604.84,260.08,0.7738,-0.026,-0.015,0.019,-1.63,0.012,0.322,-1,-1,AGGRESSIVE
95.99,604.91,259.87,0.9847,0.019,0.005,0.008,-1.629,0.011,0.326,-1,-1,AGGRESSIVE
96.22,604.98,259.66,1.1956,-0.014,-0.016,-0.012,-1.629,0.011,0.329,-1,-1,AGGRESSIVE
96.45,605.05,259.45,1.4065,-0.002,-0.031,0.001,-1.629,0.013,0.333,-1,-1,AGGRESSIVE
96.68,605.12,259.24,1.6174,-0.01,0,-0.001,-1.628,0.014,0.336,-1,-1,AGGRESSIVE
96.91,605.19,259.03,1.8283,-0.009,-0.005,-0.005,-1.627,0.014,0.338,-1,-1,AGGRESSIVE
97.14,605.26,258.82,2.0392,-0.008,0.006,-0.003,-1.628,0.012,0.34,-1,-1,AGGRESSIVE
97.37,605.33,258.61,2.2501,-0.048,0.012,0.025,-1.628,0.014,0.342,-1,-1,AGGRESSIVE
97.6,605.4,258.4,2.461,0.004,0.025,-0.016,-1.627,0.016,0.344,-1,-1,AGGRESSIVE
98.02,605.5,258.08,2.5313,-0.005,0.024,-0.02,-1.625,0.017,0.347,-1,-1,AGGRESSIVE
98.44,605.6,257.76,2.6016,-0.021,0.026,-0.022,-1.624,0.017,0.349,-1,-1,AGGRESSIVE
98.86,605.7,257.44,2.6719,-0.012,0.026,-0.02,-1.622,0.017,0.352,-1,-1,AGGRESSIVE
99.28,605.8,257.12,2.7422,-0.051,-0.041,0.009,-1.621,0.02,0.354,-1,-1,AGGRESSIVE
99.7,605.9,256.8,2.8125,-0.018,-0.004,-0.004,-1.621,0.021,0.357,-1,-1,AGGRESSIVE
100.12,606,256.48,2.8828,0.032,0.025,-0.021,-1.62,0.021,0.359,-1,-1,AGGRESSIVE
100.54,606.1,256.16,2.9531,0.013,-0.009,-0.068,-1.613,0.021,0.361,-1,-1,AGGRESSIVE
100.96,606.2,255.84,3.0234,-0.045,0,-0.078,-1.607,0.021,0.364,-1,-1,AGGRESSIVE
101.38,606.3,255.52,3.0937,0.019,0.01,-0.072,-1.6,0.017,0.366,-1,-1,AGGRESSIVE
101.8,606.4,255.2,3.164,0.005,0.007,-0.07,-1.591,0.017,0.368,-1,-1,AGGRESSIVE
101.8,606.4,255.2,3.164,0.004,0.022,-0.063,-1.585,0.017,0.371,-1,-1,AGGRESSIVE
101.8,606.4,255.2,3.164,-0.017,0.009,-0.05,-1.578,0.018,0.373,-1,-1,AGGRESSIVE
101.8,606.4,255.2,3.164,0.003,-0.008,-0.041,-1.575,0.018,0.376,53.82,1.9,AGGRESSIVE
101.8,606.4,255.2,3.164,-0.032,0.007,-0.032,-1.571,0.021,0.378,59.64,2.11,AGGRESSIVE
101.8,606.4,255.2,3.164,-0.007,-0.009,0.015,-1.571,0.02,0.38,62.2,2.2,AGGRESSIVE
101.8,606.4,255.2,3.164,-0.032,0.015,0.012,-1.573,0.019,0.383,62.34,2.2,AGGRESSIVE
101.8,606.4,255.2,3.164,-0.051,0.029,-0.001,-1.573,0.018,0.385,62.39,2.21,AGGRESSIVE
101.8,606.4,255.2,3.164,0.104,0.051,0.066,-1.575,0.02,0.386,63.8,2.26,AGGRESSIVE
101.8,606.4,255.2,3.164,0.001,-0.014,0.035,-1.575,0.023,0.388,64.28,2.27,AGGRESSIVE
101.8,606.4,255.2,3.164,0.014,0.024,0.043,-1.576,0.022,0.39,65.45,2.31,AGGRESSIVE
101.81,606.46,254.89,3.164,-0.008,0.046,0.035,-1.581,0.018,0.391,65.73,2.32,AGGRESSIVE
101.82,606.52,254.58,3.164,-0.038,0.004,0.028,-1.584,0.018,0.393,67.64,2.41,AGGRESSIVE
